Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,CareerScore
39,No,Travel_Rarely,Sales,2,2,Medical,1,3807,Female,1,Sales Executive,Married,20080,2.0,12,8,0,11.0,3,7,7,6,High,Excelent,Very High,High,High,0.16523499210110584
29,No,Travel_Frequently,Research & Development,5,1,Medical,1,3808,Female,1,Research Scientist,Divorced,62440,1.0,22,8,0,6.0,3,6,1,3,High,Outstanding,Low,Very High,Very High,0.2314178515007899
50,No,Travel_Rarely,Research & Development,4,2,Medical,1,3809,Female,1,Laboratory Technician,Married,27990,4.0,12,8,1,27.0,0,1,0,0,Low,Excelent,High,High,High,0.24231503422854134
23,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,3810,Female,3,Manager,Married,105520,2.0,11,8,0,4.0,2,2,2,2,High,Excelent,Very High,High,High,0.3589652448657188
36,No,Travel_Frequently,Sales,21,3,Life Sciences,1,3811,Male,2,Human Resources,Married,23290,3.0,15,8,0,9.0,2,3,0,2,High,Excelent,Low,Low,High,0.19862756714060031
42,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,3812,Female,5,Manager,Single,40140,8.0,13,8,1,24.0,3,1,0,1,High,Excelent,Very High,Very High,High,0.46733807266982624
35,No,Travel_Rarely,Sales,4,3,Medical,1,3813,Female,2,Laboratory Technician,Married,74030,1.0,12,8,1,10.0,4,10,6,8,High,Excelent,Medium,High,Medium,0.3341758820431806
34,No,Travel_Frequently,Research & Development,25,1,Life Sciences,1,3814,Female,1,Manager,Married,22590,1.0,14,8,0,8.0,2,8,7,7,High,Excelent,Very High,High,Medium,0.19145602948920487
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3815,Male,2,Laboratory Technician,Married,69320,1.0,13,8,0,5.0,5,5,1,2,High,Excelent,Very High,Low,High,0.29672525013164824
43,No,Travel_Rarely,Research & Development,1,1,Other,1,3816,Male,1,Manager,Divorced,46780,5.0,25,8,1,8.0,0,6,0,2,Very High,Outstanding,Very High,Medium,High,0.1399684044233807
35,No,Travel_Rarely,Sales,6,3,Marketing,1,3817,Female,3,Sales Representative,Married,135820,1.0,17,8,1,1.0,3,1,0,1,Medium,Excelent,High,Very High,Medium,0.421771327014218
46,No,Travel_Rarely,Research & Development,12,4,Technical Degree,1,3818,Male,1,Laboratory Technician,Single,23320,1.0,11,8,0,27.0,2,26,0,12,High,Excelent,Very High,Low,Low,0.3111670616113744
28,Yes,Travel_Rarely,Human Resources,1,3,Medical,1,3819,Female,2,Laboratory Technician,Married,24130,1.0,16,8,1,11.0,2,1,0,0,High,Excelent,High,Medium,High,0.2747334123222749
22,No,Non-Travel,Sales,17,2,Marketing,1,3820,Male,3,Sales Executive,Married,97050,1.0,18,8,2,4.0,3,4,1,3,Medium,Excelent,Medium,High,Medium,0.3894813059505003
50,No,Travel_Frequently,Research & Development,3,3,Other,1,3821,Male,2,Research Scientist,Married,42940,2.0,20,8,0,32.0,2,30,12,13,Medium,Outstanding,Medium,High,High,0.3890797788309637
32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,3822,Male,3,Research Scientist,Married,47210,3.0,14,8,1,6.0,3,3,0,2,High,Excelent,Medium,Very High,High,0.2738678251711427
44,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,3823,Male,3,Manager,Divorced,25190,0.0,21,8,2,23.0,2,22,1,10,High,Outstanding,Medium,Very High,Medium,0.5386288836229595
30,No,Travel_Rarely,Research & Development,4,3,Medical,1,3824,Female,1,Research Director,Married,21210,1.0,13,8,1,6.0,2,6,1,1,High,Excelent,Medium,Medium,Medium,0.17713928383359664
45,No,Travel_Rarely,Sales,29,2,Technical Degree,1,3825,Female,2,Research Scientist,Single,29730,1.0,12,8,0,10.0,2,10,1,4,High,Excelent,High,Low,High,0.27585571353343863
45,No,Non-Travel,Sales,2,4,Life Sciences,1,3826,Male,2,Manufacturing Director,Married,58550,1.0,14,8,1,10.0,3,10,4,5,Medium,Excelent,Low,Low,High,0.31379673512374934
31,No,Travel_Frequently,Research & Development,7,3,Medical,1,3827,Male,2,Research Scientist,Single,36170,7.0,21,8,1,10.0,5,5,0,3,High,Outstanding,Very High,Low,High,0.190583859926277
36,No,Travel_Rarely,Research & Development,18,1,Medical,1,3828,Male,2,Manufacturing Director,Married,67250,9.0,17,8,1,7.0,3,3,1,1,High,Excelent,High,High,High,0.2065001316482359
34,No,Travel_Frequently,Sales,28,4,Marketing,1,3829,Male,5,Manufacturing Director,Divorced,103250,1.0,11,8,1,9.0,3,9,7,2,Medium,Excelent,High,Very High,High,0.5538934965771459
49,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3830,Male,3,Healthcare Representative,Married,69490,1.0,14,8,1,10.0,2,9,1,4,High,Excelent,High,Low,Medium,0.3906990521327014
39,No,Travel_Rarely,Research & Development,6,2,Life Sciences,1,3831,Male,3,Research Scientist,Married,106090,2.0,17,8,1,10.0,2,7,7,7,High,Excelent,Medium,Low,High,0.3972156398104265
27,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,3832,Male,4,Research Scientist,Divorced,44470,1.0,13,8,0,7.0,4,7,0,7,High,Excelent,Very High,Low,High,0.401510663507109
35,No,Travel_Rarely,Research & Development,2,3,Medical,1,3833,Female,2,Sales Executive,Married,21570,1.0,25,8,0,16.0,1,16,1,10,Medium,Outstanding,Medium,Low,High,0.3026132174828857
28,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,3834,Male,3,Manufacturing Director,Divorced,46010,0.0,15,8,2,6.0,2,5,0,0,High,Excelent,Medium,Low,Medium,0.459788046340179
21,No,Travel_Rarely,Research & Development,3,1,Life Sciences,1,3835,Female,1,Laboratory Technician,Single,170990,1.0,14,8,1,3.0,2,2,2,2,High,Excelent,High,Very High,High,0.35557201158504476
18,Yes,Travel_Frequently,Research & Development,3,5,Medical,1,3836,Male,1,Research Director,Single,24790,1.0,12,8,1,0.0,2,0,0,0,Medium,Excelent,Medium,Very High,Very High,0.14435229067930488
47,No,Travel_Rarely,Research & Development,25,4,Medical,1,3837,Male,2,Research Scientist,Married,148520,3.0,19,8,3,27.0,3,5,1,0,Medium,Excelent,Very High,High,High,0.4759906529752502
39,No,Travel_Rarely,Sales,2,4,Life Sciences,1,3838,Male,1,Laboratory Technician,Divorced,72640,0.0,17,8,0,11.0,5,10,0,7,High,Excelent,High,High,High,0.401095971563981
40,No,Travel_Rarely,Research & Development,22,1,Life Sciences,1,3839,Male,1,Laboratory Technician,Married,56660,1.0,14,8,1,18.0,2,18,14,12,High,Excelent,Low,High,High,0.29880858346498157
35,No,Non-Travel,Research & Development,29,3,Medical,1,3840,Female,2,Sales Executive,Married,78230,1.0,13,8,1,15.0,3,14,2,9,High,Excelent,High,High,High,0.37095510795155345
37,No,Travel_Rarely,Research & Development,29,4,Technical Degree,1,3841,Male,1,Laboratory Technician,Married,78800,3.0,12,8,1,9.0,2,4,0,2,Very High,Excelent,High,High,Medium,0.2092055028962612
39,No,Travel_Frequently,Research & Development,2,3,Technical Degree,1,3842,Female,2,Manager,Single,131940,0.0,11,8,0,10.0,2,9,3,8,High,Excelent,Low,High,Low,0.5354133754607688
45,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1,3843,Female,2,Laboratory Technician,Divorced,50670,1.0,11,8,2,10.0,3,10,3,9,Medium,Excelent,Very High,Very High,High,0.3034228541337546
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3844,Female,3,Sales Executive,Married,50790,3.0,11,8,0,10.0,3,5,0,2,High,Excelent,Very High,High,Very High,0.303580832016851
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3845,Male,3,Healthcare Representative,Married,23210,9.0,12,8,1,15.0,0,13,6,0,High,Excelent,Very High,Low,High,0.2610222485518694
37,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,3846,Female,2,Healthcare Representative,Married,174440,1.0,14,8,0,8.0,4,8,7,7,High,Excelent,Medium,Medium,Low,0.4538638757240653
40,No,Travel_Rarely,Research & Development,8,3,Technical Degree,1,3847,Female,2,Healthcare Representative,Single,24040,6.0,17,8,0,18.0,2,4,3,3,Medium,Excelent,High,Very High,Medium,0.22907921462423833
44,No,Travel_Frequently,Sales,2,2,Marketing,1,3848,Male,1,Laboratory Technician,Married,34520,4.0,11,8,1,14.0,2,10,0,2,Medium,Excelent,Low,Very High,High,0.16966166403370198
48,No,Travel_Frequently,Sales,10,4,Marketing,1,3849,Female,3,Manager,Married,22700,2.0,14,8,3,23.0,2,2,2,2,High,Excelent,High,Very High,High,0.36868417588204316
35,Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,1,3850,Male,2,Manager,Divorced,173990,6.0,12,8,0,7.0,3,2,2,2,Low,Excelent,Low,Very High,Medium,0.35773574437673966
24,No,Travel_Frequently,Research & Development,15,3,Life Sciences,1,3851,Male,2,Research Scientist,Single,54880,1.0,22,8,1,6.0,6,6,1,3,High,Outstanding,Low,Very High,High,0.28396524486571884
27,No,Travel_Rarely,Sales,10,4,Life Sciences,1,3852,Male,3,Sales Executive,Married,194190,7.0,14,8,1,5.0,2,3,0,2,Low,Excelent,Medium,High,High,0.42986440231700895
27,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,3853,Male,1,Research Scientist,Single,28110,2.0,20,8,0,6.0,3,4,1,2,High,Outstanding,Very High,Very High,Medium,0.14455634544497103
40,Yes,Travel_Rarely,Sales,16,4,Marketing,1,3854,Male,1,Research Director,Single,36330,3.0,16,8,2,10.0,0,4,0,3,High,Excelent,Low,Low,Low,0.1595444971037388
29,No,Travel_Rarely,Research & Development,20,1,Medical,1,3855,Female,2,Manager,Single,41630,9.0,15,8,1,8.0,4,5,1,4,Medium,Excelent,High,High,High,0.17902185360716166
36,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,3856,Female,3,Sales Executive,Married,21320,4.0,20,8,0,9.0,1,3,0,2,Medium,Outstanding,Medium,Low,High,0.24603409689310166
25,No,Travel_Frequently,Sales,5,1,Marketing,1,3857,Male,4,Manufacturing Director,Divorced,139730,1.0,14,8,0,7.0,3,7,0,7,Medium,Excelent,Very High,High,High,0.5269187730384413
39,No,Travel_Rarely,Sales,10,3,Marketing,1,3858,Female,2,Research Director,Married,26840,4.0,12,8,0,7.0,2,5,1,0,High,Excelent,Very High,Medium,High,0.1783010795155345
49,No,Travel_Rarely,Sales,4,2,Life Sciences,1,3859,Male,2,Research Director,Married,108450,3.0,24,8,0,27.0,4,4,1,2,Medium,Outstanding,Low,Medium,High,0.4232392048446551
50,No,Travel_Rarely,Research & Development,2,2,Medical,1,3860,Male,3,Sales Executive,Divorced,43770,5.0,12,8,1,19.0,2,14,1,11,Medium,Excelent,Very High,Low,High,0.3297557925223802
20,No,Travel_Rarely,Research & Development,18,4,Medical,1,3861,Female,2,Sales Executive,Single,37430,1.0,13,8,1,2.0,2,2,2,2,High,Excelent,High,High,High,0.23599262769878884
34,No,Travel_Rarely,Research & Development,10,3,Medical,1,3862,Male,3,Laboratory Technician,Divorced,41480,1.0,11,8,0,11.0,3,11,7,9,High,Excelent,Very High,Medium,High,0.36007438125329116
36,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3863,Female,2,Healthcare Representative,Single,10510,2.0,14,8,0,15.0,2,4,1,3,High,Excelent,Low,Medium,High,0.2401362559241706
49,No,Travel_Rarely,Human Resources,6,2,Life Sciences,1,3864,Female,2,Research Scientist,Married,107390,2.0,11,8,3,30.0,3,15,2,12,High,Excelent,High,High,High,0.46142706687730384
36,No,Non-Travel,Research & Development,8,4,Life Sciences,1,3865,Male,4,Laboratory Technician,Married,103880,0.0,14,8,0,4.0,2,3,1,2,High,Excelent,Very High,High,High,0.5859728804634018
36,No,Travel_Rarely,Research & Development,2,2,Medical,1,3866,Female,2,Healthcare Representative,Divorced,114160,6.0,16,8,0,13.0,2,5,0,4,High,Excelent,Very High,Low,High,0.31647060482960954
54,No,Travel_Rarely,Sales,24,3,Marketing,1,3867,Male,1,Laboratory Technician,Married,26000,3.0,14,8,0,36.0,5,10,4,7,High,Excelent,Medium,High,High,0.30844523433385995
43,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3868,Female,1,Research Scientist,Married,24220,1.0,11,8,1,14.0,2,14,6,11,High,Excelent,High,High,High,0.23110189573459716
35,Yes,Travel_Frequently,Research & Development,17,4,Medical,1,3869,Male,1,Research Director,Single,54720,3.0,11,8,1,13.0,3,11,6,7,Medium,Excelent,Very High,Very High,Very High,0.202504607688257
38,No,Travel_Frequently,Research & Development,19,2,Life Sciences,1,3870,Male,2,Research Scientist,Married,24510,7.0,12,8,1,19.0,3,13,2,9,High,Excelent,Very High,Very High,Very High,0.23148367561874672
29,No,Travel_Rarely,Research & Development,1,2,Medical,1,3871,Male,2,Sales Representative,Divorced,42400,1.0,14,8,0,10.0,2,10,0,9,Medium,Excelent,Low,Medium,Medium,0.2925355450236967
33,No,Travel_Rarely,Research & Development,7,3,Medical,1,3872,Male,5,Sales Executive,Divorced,109990,1.0,18,8,3,6.0,3,6,0,4,Medium,Excelent,Very High,Very High,High,0.5440165876777251
32,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,3873,Male,5,Research Scientist,Divorced,50030,0.0,13,8,0,10.0,5,9,1,6,High,Excelent,Very High,Medium,Medium,0.6150803054239073
31,No,Travel_Rarely,Research & Development,28,4,Technical Degree,1,3874,Female,2,Sales Executive,Married,127420,1.0,11,8,0,10.0,4,10,0,2,Medium,Excelent,Low,Very High,High,0.40446287519747237
49,No,Travel_Rarely,Research & Development,2,4,Medical,1,3875,Male,1,Laboratory Technician,Divorced,42270,4.0,18,8,0,17.0,3,2,2,2,Medium,Excelent,Very High,Low,Medium,0.19861440231700897
38,No,Travel_Frequently,Sales,29,2,Medical,1,3876,Female,1,Sales Executive,Single,39170,1.0,15,8,3,4.0,2,4,3,3,High,Excelent,Very High,Medium,High,0.18828330700368615
47,No,Travel_Rarely,Research & Development,1,4,Medical,1,3877,Male,3,Laboratory Technician,Divorced,183030,6.0,22,8,1,29.0,2,3,1,2,Medium,Outstanding,Medium,Medium,High,0.5696367449033326
49,No,Travel_Rarely,Research & Development,21,3,Medical,1,3878,Male,2,Manufacturing Director,Single,23800,4.0,13,8,0,23.0,3,8,0,0,Low,Excelent,High,High,High,0.2742989731437599
41,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,3879,Female,4,Manager,Single,137260,3.0,12,8,0,21.0,6,2,0,2,Very High,Excelent,Very High,High,High,0.5486670616113744
20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3880,Male,1,Sales Representative,Single,47770,1.0,18,8,1,2.0,3,2,0,2,High,Excelent,Very High,Low,High,0.1871050552922591
33,No,Non-Travel,Research & Development,18,2,Medical,1,3881,Female,2,Healthcare Representative,Divorced,63850,1.0,13,8,0,7.0,6,6,1,2,Medium,Excelent,High,Very High,High,0.3020240916271722
36,No,Travel_Rarely,Research & Development,2,2,Technical Degree,1,3882,Male,3,Sales Executive,Married,199730,6.0,12,8,0,10.0,2,3,0,2,High,Excelent,Low,High,Medium,0.47287200030091026
44,No,Travel_Rarely,Research & Development,9,3,Technical Degree,1,3883,Female,3,Healthcare Representative,Divorced,68610,4.0,12,8,0,8.0,2,2,2,2,Medium,Excelent,High,Very High,High,0.3020405476566614
23,Yes,Travel_Rarely,Human Resources,6,3,Life Sciences,1,3884,Female,3,Laboratory Technician,Single,49690,1.0,12,8,0,5.0,3,5,1,2,High,Excelent,Very High,High,High,0.33338270142180093
38,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,3885,Male,1,Sales Executive,Married,198450,7.0,11,8,1,7.0,3,0,0,0,High,Excelent,Very High,High,Medium,0.32297261716693
53,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,3886,Male,4,Research Director,Married,133200,3.0,11,8,0,11.0,2,4,1,2,High,Excelent,Medium,Very High,No puntuado,0.48082214323328065
48,Yes,Travel_Frequently,Sales,10,2,Marketing,1,3887,Male,1,Healthcare Representative,Married,63470,2.0,12,8,1,19.0,3,9,7,7,Low,Excelent,Very High,High,High,0.27235716166403373
32,Yes,Travel_Rarely,Sales,1,3,Life Sciences,1,3888,Male,2,Research Scientist,Single,27430,1.0,19,8,1,1.0,2,1,0,0,High,Excelent,Very High,Medium,High,0.21657780410742497
26,No,Non-Travel,Research & Development,18,2,Medical,1,3889,Male,1,Human Resources,Single,108800,1.0,23,8,1,7.0,5,7,5,7,High,Outstanding,Very High,Very High,High,0.29869997367035284
55,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,3890,Male,5,Laboratory Technician,Divorced,23420,5.0,11,8,2,8.0,2,4,1,2,High,Excelent,Low,Medium,High,0.35921537651395474
34,No,Travel_Rarely,Sales,28,3,Life Sciences,1,3891,Female,2,Research Scientist,Married,176500,1.0,19,8,1,15.0,6,15,4,13,Low,Excelent,Medium,Very High,Very High,0.5003258293838863
60,No,Travel_Rarely,Sales,17,4,Medical,1,3892,Male,1,Manager,Divorced,40250,3.0,13,8,1,19.0,5,1,0,0,Medium,Excelent,High,Very High,Very High,0.22095510795155346
33,No,Travel_Rarely,Sales,3,3,Life Sciences,1,3893,Male,3,Manager,Married,97250,1.0,11,8,0,14.0,0,14,2,13,High,Excelent,Medium,Medium,High,0.45224460242232756
37,No,Travel_Frequently,Research & Development,13,3,Life Sciences,1,3894,Male,1,Laboratory Technician,Divorced,119040,1.0,12,8,1,6.0,4,6,1,3,High,Excelent,High,Very High,Medium,0.3059307530279094
34,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,3895,Male,1,Healthcare Representative,Married,21770,1.0,13,8,0,10.0,5,10,8,7,High,Excelent,Medium,Very High,High,0.202876513954713
23,Yes,Travel_Rarely,Research & Development,12,2,Medical,1,3896,Male,2,Research Scientist,Divorced,75250,1.0,14,8,2,3.0,2,3,0,2,High,Excelent,High,Very High,High,0.292031990521327
44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,3897,Male,1,Research Scientist,Married,48340,1.0,14,8,0,9.0,1,8,6,7,Very High,Excelent,High,Very High,High,0.23160545023696683
35,No,Travel_Frequently,Research & Development,13,3,Life Sciences,1,3898,Male,3,Sales Executive,Single,20420,0.0,16,8,0,6.0,2,5,1,4,High,Excelent,Low,Very High,Very High,0.42609926276987886
43,No,Travel_Rarely,Research & Development,25,4,Life Sciences,1,3899,Male,2,Sales Executive,Married,22200,1.0,11,8,0,10.0,2,10,8,8,Low,Excelent,Very High,Very High,High,0.26594260136914166
24,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,3900,Male,3,Sales Executive,Married,10520,1.0,13,8,0,5.0,3,5,0,4,High,Excelent,High,High,High,0.28181608741442865
41,No,Travel_Rarely,Sales,6,4,Marketing,1,3901,Male,1,Research Scientist,Single,28210,1.0,17,8,0,10.0,3,10,8,7,High,Excelent,Very High,High,High,0.21135466034755135
29,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,3902,Male,2,Research Scientist,Married,192370,9.0,11,8,1,9.0,2,5,1,2,High,Excelent,Very High,High,High,0.3837184044233808
36,No,Travel_Rarely,Human Resources,1,4,Life Sciences,1,3903,Female,3,Research Scientist,Single,41070,3.0,11,8,1,17.0,2,13,6,7,Low,Excelent,High,Very High,Medium,0.3345346234860453
45,No,Non-Travel,Sales,2,3,Life Sciences,1,3904,Female,2,Manufacturing Director,Married,83960,3.0,15,8,2,25.0,3,23,14,4,Medium,Excelent,High,High,Medium,0.37849855186940495
24,Yes,Travel_Rarely,Sales,6,2,Medical,1,3905,Female,2,Manager,Married,20070,1.0,12,8,0,1.0,2,1,0,0,Medium,Excelent,Very High,High,High,0.20688849394418116
47,Yes,Travel_Frequently,Research & Development,1,3,Medical,1,3906,Female,2,Sales Executive,Married,196270,7.0,11,8,2,25.0,1,23,14,10,High,Excelent,High,High,Low,0.4951026856240126
26,No,Travel_Rarely,Research & Development,9,1,Medical,1,3907,Male,1,Sales Executive,Married,106860,1.0,14,8,1,3.0,2,3,0,2,High,Excelent,Very High,High,Very High,0.2711459978936282
45,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3908,Male,1,Research Director,Single,29420,1.0,22,8,1,21.0,4,21,8,6,High,Outstanding,Very High,Medium,High,0.2816976040021064
32,No,Travel_Frequently,Sales,1,1,Marketing,1,3909,Male,2,Laboratory Technician,Married,88580,6.0,16,8,1,10.0,2,5,1,3,High,Excelent,Low,High,Medium,0.2640449860829008
31,No,Travel_Rarely,Research & Development,14,2,Life Sciences,1,3910,Male,1,Sales Executive,Married,167560,1.0,11,8,2,6.0,5,5,0,3,High,Excelent,Medium,High,Very High,0.3698064770932069
41,No,Non-Travel,Sales,2,2,Medical,1,3911,Male,2,Research Scientist,Married,107980,,14,8,2,10.0,5,3,1,2,Low,Excelent,High,Medium,High,0.503870458135861
40,No,Travel_Rarely,Research & Development,22,2,Technical Degree,1,3912,Male,1,Healthcare Representative,Married,23230,2.0,16,8,1,18.0,2,1,0,0,High,Excelent,Medium,Low,High,0.21313191153238548
24,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3913,Female,1,Research Scientist,Divorced,14160,1.0,15,8,1,6.0,3,6,1,2,Medium,Excelent,Medium,Low,Very High,0.1678580832016851
46,No,Travel_Rarely,Research & Development,6,3,Medical,1,3914,Male,4,Sales Executive,Single,46150,6.0,12,8,0,19.0,3,10,0,9,Medium,Excelent,High,Medium,High,0.3894366395847439
35,No,Travel_Rarely,Sales,8,4,Life Sciences,1,3915,Male,1,Laboratory Technician,Married,24610,2.0,20,8,1,17.0,4,7,0,7,High,Outstanding,Very High,High,High,0.20869865718799369
30,No,Travel_Rarely,Sales,9,4,Marketing,1,3916,Male,1,Laboratory Technician,Married,87220,1.0,17,8,1,10.0,3,10,0,8,High,Excelent,Medium,Very High,Medium,0.2890402843601896
47,No,Non-Travel,Research & Development,3,2,Life Sciences,1,3917,Female,2,Sales Executive,Married,39550,7.0,12,8,1,4.0,5,1,0,0,High,Excelent,High,Medium,Low,0.15753357030015797
46,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,3918,Female,3,Sales Executive,Divorced,99570,4.0,20,8,0,13.0,1,10,0,3,High,Outstanding,High,Very High,Medium,0.374048841495524
36,Yes,Travel_Rarely,Research & Development,1,3,Medical,1,3919,Male,2,Manufacturing Director,Divorced,33760,5.0,20,8,0,16.0,3,2,2,2,High,Outstanding,Medium,Low,High,0.23532780410742496
32,Yes,Travel_Rarely,Research & Development,26,3,Medical,1,3920,Female,2,Research Director,Single,88230,6.0,13,8,2,10.0,3,0,0,0,High,Excelent,Low,Medium,High,0.26358421725720305
23,No,Travel_Rarely,Sales,6,4,Life Sciences,1,3921,Male,3,Manufacturing Director,Single,103220,1.0,14,8,2,3.0,2,3,1,2,High,Excelent,High,Medium,Low,0.3913540021063718
31,No,Travel_Frequently,Sales,3,3,Marketing,1,3922,Male,2,Sales Executive,Single,46210,2.0,18,8,1,9.0,3,5,1,4,High,Excelent,Very High,Very High,Medium,0.24963467614533966
39,No,Non-Travel,Research & Development,3,3,Life Sciences,1,3923,Female,2,Manufacturing Director,Married,109760,1.0,11,8,0,9.0,3,9,5,8,Medium,Excelent,Very High,Very High,High,0.3749637967351238
32,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,3924,Male,1,Research Scientist,Married,36600,3.0,11,8,2,10.0,0,4,0,2,Medium,Excelent,Very High,High,Low,0.15989994734070564
40,No,Travel_Rarely,Sales,6,3,Life Sciences,1,3925,Male,3,Manufacturing Director,Single,104820,1.0,11,8,1,21.0,6,21,12,8,Medium,Excelent,Medium,Medium,Medium,0.50596037388099
45,No,Travel_Rarely,Research & Development,19,4,Medical,1,3926,Male,1,Sales Representative,Married,71190,4.0,15,8,0,9.0,2,5,0,3,High,Excelent,High,High,Very High,0.1866870721432333
30,No,Travel_Frequently,Sales,9,3,Life Sciences,1,3927,Male,1,Research Director,Single,95820,0.0,12,8,1,10.0,2,9,0,7,High,Excelent,Very High,Low,High,0.4253620326487625
24,No,Travel_Frequently,Sales,3,4,Marketing,1,3928,Male,1,Sales Executive,Married,45080,0.0,11,8,1,3.0,5,2,2,1,High,Excelent,Low,Very High,High,0.3148137177461822
30,Yes,Travel_Frequently,Research & Development,10,3,Life Sciences,1,3929,Female,1,Human Resources,Divorced,22070,6.0,14,8,0,6.0,4,4,1,2,High,Excelent,High,Very High,Medium,0.08898574437673964
31,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,3930,Male,3,Laboratory Technician,Married,77560,1.0,15,8,2,6.0,3,5,0,2,Very High,Excelent,Low,High,High,0.376323064770932
27,No,Travel_Rarely,Sales,3,3,Life Sciences,1,3931,Male,1,Manager,Single,66940,1.0,13,8,1,6.0,2,6,1,4,Medium,Excelent,High,Very High,Medium,0.23734202211690364
29,Yes,Travel_Rarely,Sales,4,3,Marketing,1,3932,Male,5,Research Scientist,Single,36910,1.0,13,8,0,2.0,3,2,2,2,High,Excelent,Medium,Medium,High,0.42280805687203793
29,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,3933,Female,1,Sales Executive,Single,23770,8.0,21,8,1,10.0,2,3,0,2,High,Outstanding,Very High,High,Very High,0.10828725645076356
30,No,Travel_Rarely,Sales,7,3,Life Sciences,1,3934,Male,3,Sales Executive,Divorced,23130,2.0,11,8,0,12.0,5,7,1,7,High,Excelent,High,Low,High,0.30050026329647184
34,No,Travel_Rarely,Research & Development,1,2,Medical,1,3935,Female,2,Healthcare Representative,Married,176650,0.0,11,8,0,6.0,5,5,1,2,Medium,Excelent,Very High,Very High,High,0.5692733017377567
33,No,Non-Travel,Research & Development,2,4,Medical,1,3936,Male,1,Sales Representative,Single,25960,8.0,14,8,1,13.0,4,11,1,7,High,Excelent,Very High,Medium,Medium,0.12992035281727227
49,No,Travel_Rarely,Sales,3,4,Marketing,1,3937,Male,1,Sales Executive,Single,47280,3.0,11,8,1,8.0,4,5,0,4,High,Excelent,Very High,Very High,Very High,0.16145997893628228
33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,3938,Male,1,Sales Executive,Single,43020,2.0,13,8,0,11.0,3,0,0,0,Low,Excelent,Low,Low,Medium,0.1954350974196946
38,No,Travel_Frequently,Research & Development,28,3,Medical,1,3939,Male,1,Healthcare Representative,Married,29790,4.0,12,8,1,9.0,3,6,0,5,High,Excelent,High,Medium,Medium,0.13218470247498684
31,Yes,Travel_Rarely,Human Resources,9,4,Human Resources,1,3940,Male,2,Laboratory Technician,Married,168850,2.0,14,8,2,10.0,2,1,0,0,High,Excelent,Low,High,High,0.4173380726698262
29,No,Travel_Rarely,Research & Development,3,4,Other,1,3941,Female,2,Sales Representative,Divorced,55930,1.0,13,8,1,1.0,3,1,0,0,High,Excelent,Very High,Low,High,0.254097551342812
30,No,Travel_Rarely,Research & Development,2,1,Medical,1,3942,Male,1,Sales Representative,Married,104450,3.0,18,8,1,10.0,3,7,1,7,High,Excelent,High,High,High,0.24922327540810954
32,No,Non-Travel,Research & Development,10,4,Life Sciences,1,3943,Female,1,Laboratory Technician,Single,87400,2.0,11,8,1,12.0,2,7,0,7,High,Excelent,Medium,Medium,High,0.2601105845181675
